,1a. open (SAR),1b. open (USD),2a. high (SAR),2b. high (USD),3a. low (SAR),3b. low (USD),4a. close (SAR),4b. close (USD),5. volume,6. market cap (USD)
2018-08-19,23957.40518400,6387.96000000,24531.36640000,6541.00000000,23627.52000000,6300.00000000,24293.32851200,6477.53000000,45190.84799400,45190.84799400
2018-08-18,24674.03161600,6579.04000000,24827.64800000,6620.00000000,23582.51520000,6288.00000000,23957.40518400,6387.96000000,53742.32217200,53742.32217200
2018-08-17,23687.52640000,6316.00000000,24696.38400000,6585.00000000,23572.76416000,6285.40000000,24694.47129600,6584.49000000,57851.61080300,57851.61080300
2018-08-16,23497.26860800,6265.27000000,24302.59200000,6480.00000000,23273.48224000,6205.60000000,23671.58720000,6311.75000000,48515.25461800,48515.25461800
2018-08-15,23207.77523200,6188.08000000,24786.39360000,6609.00000000,23147.88134400,6172.11000000,23504.35686400,6267.16000000,68806.68702600,68806.68702600
2018-08-14,23433.43680000,6248.25000000,23441.23763200,6250.33000000,22052.35200000,5880.00000000,23207.77523200,6188.08000000,50186.74509100,50186.74509100
2018-08-13,23659.62342400,6308.56000000,24546.36800000,6545.00000000,23046.35801600,6145.04000000,23426.31104000,6246.35000000,53895.82878300,53895.82878300
2018-08-12,23337.05152000,6222.55000000,24273.71392000,6472.30000000,22989.95200000,6130.00000000,23658.76083200,6308.33000000,38567.77071200,38567.77071200
2018-08-11,23057.94675200,6148.13000000,24332.59520000,6488.00000000,22393.63840000,5971.00000000,23373.80544000,6232.35000000,47133.41855500,47133.41855500
2018-08-10,24489.32441600,6529.79000000,24662.18035200,6575.88000000,22601.37305600,6026.39000000,23042.49510400,6144.01000000,59034.97490200,59034.97490200
2018-08-09,23564.77580800,6283.27000000,24838.18662400,6622.81000000,23172.22144000,6178.60000000,24489.32441600,6529.79000000,51941.18511100,51941.18511100
2018-08-08,25205.05075200,6720.63000000,25208.46361600,6721.54000000,22963.69920000,6123.00000000,23571.26400000,6285.00000000,59550.53631900,59550.53631900
2018-08-07,26009.02400000,6935.00000000,26817.08518400,7150.46000000,25015.16800000,6670.00000000,25202.91302400,6720.06000000,45438.47350100,45438.47350100
2018-08-06,26343.52217600,7024.19000000,26852.86400000,7160.00000000,25581.47840000,6821.00000000,26008.34892800,6934.82000000,32760.19164300,32760.19164300
2018-08-05,26289.70393600,7009.84000000,26589.84844800,7089.87000000,25811.34041600,6882.29000000,26343.52217600,7024.19000000,32894.84978200,32894.84978200
2018-08-04,27798.97740800,7412.27000000,28108.53542400,7494.81000000,25975.27040000,6926.00000000,26289.70393600,7009.84000000,36288.42601000,36288.42601000
2018-08-03,28224.42278400,7525.71000000,28278.01600000,7540.00000000,27312.06297600,7282.44000000,27823.39251200,7418.78000000,44669.48604700,44669.48604700
2018-08-02,28503.34003200,7600.08000000,28913.55878400,7709.46000000,27961.93228800,7455.72000000,28224.42278400,7525.71000000,37665.69668400,37665.69668400
2018-08-01,29011.85676800,7735.67000000,29065.60000000,7750.00000000,27865.47200000,7430.00000000,28520.21683200,7604.58000000,42582.31293200,42582.31293200
2018-07-31,30646.01856000,8171.40000000,30678.27200000,8180.00000000,28626.80320000,7633.00000000,28994.07987200,7730.93000000,48296.91558700,48296.91558700
2018-07-30,30794.49689600,8210.99000000,31027.05920000,8273.00000000,29500.64640000,7866.00000000,30655.46956800,8173.92000000,39692.41654200,39692.41654200
2018-07-29,30847.19001600,8225.04000000,31107.73030400,8294.51000000,30434.49600000,8115.00000000,30794.53440000,8211.00000000,25531.22618500,25531.22618500
2018-07-28,30710.41292800,8188.57000000,30927.82361600,8246.54000000,30254.47680000,8067.00000000,30847.19001600,8225.04000000,26215.17383900,26215.17383900
2018-07-27,29703.16800000,7920.00000000,31072.06400000,8285.00000000,29271.87200000,7805.00000000,30710.41292800,8188.57000000,43671.00589100,43671.00589100
2018-07-26,30661.88275200,8175.63000000,31187.16377600,8315.69000000,29440.86502400,7850.06000000,29703.16800000,7920.00000000,43223.48168200,43223.48168200
2018-07-25,31493.00889600,8397.24000000,31847.53420800,8491.77000000,30190.72000000,8050.00000000,30661.92025600,8175.64000000,48257.64912400,48257.64912400
2018-07-24,28959.27616000,7721.65000000,31825.89440000,8486.00000000,28863.07840000,7696.00000000,31493.00889600,8397.24000000,60121.16374900,60121.16374900
2018-07-23,27733.38291200,7394.78000000,29376.88320000,7833.00000000,27659.20000000,7375.00000000,28956.87590400,7721.01000000,41646.34667100,41646.34667100
2018-07-22,27750.14720000,7399.25000000,28437.03296000,7582.40000000,27511.05920000,7335.50000000,27733.42041600,7394.79000000,30270.21844000,30270.21844000
2018-07-21,27518.44748800,7337.47000000,27972.24588800,7458.47000000,27044.13440000,7211.00000000,27748.38451200,7398.78000000,28886.49029100,28886.49029100
2018-07-20,28011.21254400,7468.86000000,28878.08000000,7700.00000000,27276.65920000,7273.00000000,27518.67251200,7337.53000000,46140.31344700,46140.31344700
2018-07-19,27685.00275200,7381.88000000,28414.08051200,7576.28000000,27265.40800000,7270.00000000,28001.27398400,7466.21000000,41218.25643700,41218.25643700
2018-07-18,27443.32697600,7317.44000000,28458.33523200,7588.08000000,27098.06515200,7225.38000000,27685.07776000,7381.90000000,59487.64345000,59487.64345000
2018-07-17,25215.17683200,6723.33000000,28011.70009600,7468.99000000,24947.81081600,6652.04000000,27443.32697600,7317.44000000,52105.42345900,52105.42345900
2018-07-16,23830.60416000,6354.15000000,25305.07392000,6747.30000000,23741.53216000,6330.40000000,25215.25184000,6723.35000000,36204.87708000,36204.87708000
2018-07-15,23443.37536000,6250.90000000,23983.80800000,6395.00000000,23347.74016000,6225.40000000,23826.32870400,6353.01000000,22979.21150800,22979.21150800
2018-07-14,23307.12332800,6214.57000000,23758.78400000,6335.00000000,23169.97120000,6178.00000000,23447.46329600,6251.99000000,17783.07199900,17783.07199900
2018-07-13,23445.25056000,6251.40000000,23815.04000000,6350.00000000,22914.94400000,6110.00000000,23307.12332800,6214.57000000,26375.32528600,26375.32528600
2018-07-12,23920.31372800,6378.07000000,23928.60211200,6380.28000000,22764.92800000,6070.00000000,23442.13772800,6250.57000000,31306.66334800,31306.66334800
2018-07-11,23615.93126400,6296.91000000,24025.06240000,6406.00000000,23548.72409600,6278.99000000,23920.31372800,6378.07000000,28715.49848700,28715.49848700
2018-07-10,24988.09011200,6662.78000000,25056.42240000,6681.00000000,23488.75520000,6263.00000000,23615.93126400,6296.91000000,38560.67270200,38560.67270200
2018-07-09,25173.05984000,6712.10000000,25510.44582400,6802.06000000,24798.54489600,6612.24000000,24985.61484800,6662.12000000,26732.40655000,26732.40655000
2018-07-08,25328.25139200,6753.48000000,25427.71200000,6780.00000000,25005.56697600,6667.44000000,25173.05984000,6712.10000000,24622.94779400,24622.94779400
2018-07-07,24789.35641600,6609.79000000,25570.82726400,6818.16000000,24410.90355200,6508.88000000,25341.37779200,6756.98000000,23973.87688600,23973.87688600
2018-07-06,24487.11168000,6529.20000000,24934.68441600,6648.54000000,24096.32000000,6425.00000000,24789.31891200,6609.78000000,29397.09474800,29397.09474800
2018-07-05,24698.37171200,6585.53000000,25172.68480000,6712.00000000,24202.56883200,6453.33000000,24487.11168000,6529.20000000,35071.97289800,35071.97289800
2018-07-04,24418.89190400,6511.01000000,25446.16396800,6784.92000000,24156.73894400,6441.11000000,24703.80979200,6586.98000000,23571.89277700,23571.89277700
2018-07-03,24809.98361600,6615.29000000,25050.23424000,6679.35000000,24238.87270400,6463.01000000,24429.58054400,6513.86000000,38657.78169100,38657.78169100
2018-07-02,23855.61932800,6360.82000000,25071.42400000,6685.00000000,23521.08364800,6271.62000000,24809.98361600,6615.29000000,36230.45226400,36230.45226400
2018-07-01,23969.10643200,6391.08000000,24156.55142400,6441.06000000,23443.75040000,6251.00000000,23840.58022400,6356.81000000,27562.96597400,27562.96597400
2018-06-30,23244.67916800,6197.92000000,24486.32409600,6528.99000000,23200.08691200,6186.03000000,23965.31852800,6390.07000000,37919.61284000,37919.61284000
2018-06-29,21943.62790400,5851.01000000,23627.52000000,6300.00000000,21677.31200000,5780.00000000,23244.67916800,6197.92000000,33911.28727800,33911.28727800
2018-06-28,23007.69139200,6134.73000000,23151.25670400,6173.01000000,21853.58080000,5827.00000000,21954.76659200,5853.98000000,30585.26602600,30585.26602600
2018-06-27,22749.51385600,6065.89000000,23216.58867200,6190.43000000,22393.63840000,5971.00000000,23003.94099200,6133.73000000,19225.67109800,19225.67109800
2018-06-26,23447.50080000,6252.00000000,23524.53401600,6272.54000000,22633.66400000,6035.00000000,22767.85331200,6070.78000000,19377.24048400,19377.24048400
2018-06-25,23019.76768000,6137.95000000,23815.04000000,6350.00000000,22734.81228800,6061.97000000,23447.50080000,6252.00000000,39164.51530600,39164.51530600
2018-06-24,23064.88499200,6149.98000000,23476.75392000,6259.80000000,21564.80000000,5750.00000000,23016.09228800,6136.97000000,47445.99895500,47445.99895500
2018-06-23,22674.61836800,6045.92000000,23477.50400000,6260.00000000,22534.20339200,6008.48000000,23064.88499200,6149.98000000,26622.78858900,26622.78858900
2018-06-22,25194.02457600,6717.69000000,25255.08108800,6733.97000000,22198.39257600,5918.94000000,22671.16800000,6045.00000000,52157.37083300,52157.37083300
2018-06-21,25364.74278400,6763.21000000,25483.96800000,6795.00000000,25024.80652800,6672.57000000,25198.33753600,6718.84000000,25428.85404800,25428.85404800
2018-06-20,25277.69600000,6740.00000000,25567.33939200,6817.23000000,24571.90822400,6551.81000000,25358.36710400,6761.51000000,26359.75245200,26359.75245200
2018-06-19,25170.39705600,6711.39000000,25659.26169600,6841.74000000,24951.41120000,6653.00000000,25282.23398400,6741.21000000,24311.42114300,24311.42114300
2018-06-18,24167.80262400,6444.06000000,25481.64275200,6794.38000000,23927.55200000,6380.00000000,25174.40998400,6712.46000000,31821.43499500,31821.43499500
2018-06-17,24311.96800000,6482.50000000,24711.49811200,6589.03000000,24085.06880000,6422.00000000,24188.61734400,6449.61000000,19847.24768800,19847.24768800
2018-06-16,23927.58950400,6380.01000000,24602.62400000,6560.00000000,23705.75334400,6320.86000000,24317.51859200,6483.98000000,22277.24114700,22277.24114700
2018-06-15,24897.66796800,6638.67000000,25002.64166400,6666.66000000,23861.20742400,6362.31000000,23960.93056000,6388.90000000,30018.32990500,30018.32990500
2018-06-14,23600.44211200,6292.78000000,25202.68800000,6720.00000000,23477.50400000,6260.00000000,24887.57939200,6635.98000000,44478.13083700,44478.13083700
2018-06-13,24490.11200000,6530.00000000,24856.15104000,6627.60000000,22947.49747200,6118.68000000,23600.44211200,6292.78000000,46185.51810000,46185.51810000
2018-06-12,25772.74880000,6872.00000000,25842.16870400,6890.51000000,24133.82400000,6435.00000000,24490.11200000,6530.00000000,36722.21119100,36722.21119100
2018-06-11,25371.45600000,6765.00000000,25960.26880000,6922.00000000,24790.14400000,6610.00000000,25772.74880000,6872.00000000,34552.16230300,34552.16230300
2018-06-10,28096.98419200,7491.73000000,28096.98419200,7491.73000000,24838.18662400,6622.81000000,25371.41849600,6764.99000000,52342.02003200,52342.02003200
2018-06-09,28515.94137600,7603.44000000,28817.99859200,7683.98000000,27940.48000000,7450.00000000,28096.98419200,7491.73000000,19339.88517600,19339.88517600
2018-06-08,28844.62643200,7691.08000000,28891.20640000,7703.50000000,28244.26240000,7531.00000000,28515.94137600,7603.44000000,23396.80467100,23396.80467100
2018-06-07,28723.52601600,7658.79000000,29121.85600000,7765.00000000,28578.04800000,7620.00000000,28844.62643200,7691.08000000,25062.22720200,25062.22720200
2018-06-06,28602.95065600,7626.64000000,28874.32960000,7699.00000000,28004.42432000,7467.05000000,28723.71353600,7658.84000000,27229.99189800,27229.99189800
2018-06-05,28079.24480000,7487.00000000,28801.15929600,7679.49000000,27595.44320000,7358.00000000,28596.80000000,7625.00000000,31722.97338400,31722.97338400
2018-06-04,28931.56070400,7714.26000000,29105.05420800,7760.52000000,27927.35360000,7446.50000000,28079.24480000,7487.00000000,32258.83511500,32258.83511500
2018-06-03,28641.09222400,7636.81000000,29203.20217600,7786.69000000,28503.04000000,7600.00000000,28931.56070400,7714.26000000,27505.15895100,27505.15895100
2018-06-02,28206.79590400,7521.01000000,28868.06643200,7697.33000000,27891.72480000,7437.00000000,28653.16851200,7640.03000000,26720.69021900,26720.69021900
2018-06-01,28071.78150400,7485.01000000,28535.10592000,7608.55000000,27586.21721600,7355.54000000,28206.79590400,7521.01000000,28259.12407800,28259.12407800
2018-05-31,27685.71532800,7382.07000000,28874.32960000,7699.00000000,27481.09350400,7327.51000000,28071.78150400,7485.01000000,30776.06310200,30776.06310200
2018-05-30,28007.91219200,7467.98000000,28386.77760000,7569.00000000,27229.77920000,7260.50000000,27662.80038400,7375.96000000,32041.58362300,32041.58362300
2018-05-29,26624.08960000,7099.00000000,28278.01600000,7540.00000000,26376.37568000,7032.95000000,27982.82201600,7461.29000000,39407.21183000,39407.21183000
2018-05-28,27524.14809600,7338.99000000,27891.72480000,7437.00000000,26470.39820800,7058.02000000,26624.08960000,7099.00000000,27219.43896300,27219.43896300
2018-05-27,27505.43360000,7334.00000000,27752.96000000,7400.00000000,27119.55494400,7231.11000000,27524.14809600,7338.99000000,18706.94551500,18706.94551500
2018-05-26,27966.69529600,7456.99000000,28578.04800000,7620.00000000,27377.92000000,7300.00000000,27505.28358400,7333.96000000,19464.08607100,19464.08607100
2018-05-25,28424.24409600,7578.99000000,28688.87232000,7649.55000000,27408.48576000,7308.15000000,27966.73280000,7457.00000000,26739.95664000,26739.95664000
2018-05-24,28135.31328000,7501.95000000,28993.32979200,7730.73000000,27254.11929600,7266.99000000,28409.31750400,7575.01000000,37845.44659500,37845.44659500
2018-05-23,29917.39084800,7977.12000000,30122.83776000,8031.90000000,27846.72000000,7425.00000000,28135.31328000,7501.95000000,42910.66677400,42910.66677400
2018-05-22,31454.19225600,8386.89000000,31504.03507200,8400.18000000,29759.83654400,7935.11000000,29917.35334400,7977.11000000,23710.90285800,23710.90285800
2018-05-21,31979.54828800,8526.97000000,32235.85062400,8595.31000000,31147.07200000,8305.00000000,31433.00249600,8381.24000000,21516.59648600,21516.59648600
2018-05-20,30878.88089600,8233.49000000,32287.19360000,8609.00000000,30617.89056000,8163.90000000,31979.58579200,8526.98000000,19957.05710900,19957.05710900
2018-05-19,30895.83270400,8238.01000000,31468.85632000,8390.80000000,30362.22579200,8095.73000000,30878.88089600,8233.49000000,17193.42427600,17193.42427600
2018-05-18,30148.79052800,8038.82000000,31027.84678400,8273.21000000,29672.78976000,7911.90000000,30902.58342400,8239.81000000,23476.15825100,23476.15825100
2018-05-17,31240.83200000,8330.00000000,31743.38560000,8464.00000000,29924.44160000,7979.00000000,30158.69158400,8041.46000000,25439.84479900,25439.84479900
2018-05-16,31735.88480000,8462.00000000,31833.39520000,8488.00000000,30314.52070400,8083.01000000,31240.83200000,8330.00000000,31130.71890800,31130.71890800
2018-05-15,32491.10284800,8663.37000000,33228.50649600,8859.99000000,31508.23552000,8401.30000000,31735.88480000,8462.00000000,28126.95613600,28126.95613600
2018-05-14,32552.38438400,8679.71000000,33303.51449600,8879.99000000,31042.06080000,8277.00000000,32490.99033600,8663.34000000,37389.66653300,37389.66653300
2018-05-13,31786.29017600,8475.44000000,32866.10534400,8763.36000000,31120.81920000,8298.00000000,32552.38438400,8679.71000000,25632.86936200,25632.86936200
2018-05-12,31525.63737600,8405.94000000,32429.25875200,8646.88000000,30577.01120000,8153.00000000,31750.66137600,8465.94000000,40241.32081000,40241.32081000
2018-05-11,33761.88838400,9002.21000000,33816.60672000,9016.80000000,31282.08640000,8341.00000000,31503.36000000,8400.00000000,48227.04806100,48227.04806100
2018-05-10,34916.22400000,9310.00000000,35235.45804800,9395.12000000,33641.08800000,8970.00000000,33761.85088000,9002.20000000,25055.06371800,25055.06371800
2018-05-09,34421.17120000,9178.00000000,35216.25600000,9390.00000000,33622.33600000,8965.00000000,34916.22400000,9310.00000000,25673.52489900,25673.52489900
2018-05-08,35122.49600000,9365.00000000,35537.66528000,9475.70000000,33980.64921600,9060.54000000,34457.02502400,9187.56000000,25533.83188900,25533.83188900
2018-05-07,36232.68940800,9661.02000000,36340.13836800,9689.67000000,34432.42240000,9181.00000000,35122.49600000,9365.00000000,33787.64001200,33787.64001200
